review,rating,category
Müsteri hizmetleri konusunda çok pasif kalınmış,1,user experience
"Paylaş kazan kampanyasında 27 kaydedilmem olmasına rağmen kupon gelmedi ,millet bot hesaplardan yaparken biz gerçek kullanıcılar tarafından kaydedilmeye ulaşıyoruz ama sonuç yok. İnsanların zamanını boşuna tüketmeyin ,bu nedenle buradan daha alışveriş yapmam ,Trendyol pişmanlıktır ,keşke Hepsiburada kadar şeffaf olabilseniz.",1,user experience
"Trenyoldan uzak durun. Firmalariyla kol kola musterilerini dolandiriyorlar. 4250TL'lik Bileklik aldim. Firma Adi Vera Design Gold. Iade ettim, iadem rededildi. Sebebi urun paketinin icinden cikan 5tllik esantiyon anahtari ve kagitkarton ambalaji gondermemisim. Trendyol da urunu eksik gondermissiniz firma hakli diyor. Yahu urun tam mucevher kutusu tam, o esantiyon anahtarlik zaten iade kabul etmemek icin bahane, ben sizden anahtarlik mi istedim, attim gitti kanserojen pis pelus birsey.",1,user experience
Çok karmaşık,1,user experience
"Fiyat değişkenligi, kargo ücreti ve aldığınız üründen farklı ürün gelmesi gibi sıkıntıları var.",1,user experience
"Diğer sitelerdeki esnafların ,müşteriyle ilgili iletişimlerini incelerseniz ne demek istediğimi rahatlıkla anlayabilirsiniz.Trendyol dan bu konuda hassasiyet beklerim.Sen diye hitap etmek bizim kültürümüzün yozlaşmasının bir örneği.Bunu Trendyol yazışmalarındada görmek üzücü.",1,user experience
Urun sipariş verdik kargo teslimatı yok.memnun degilim.,1,user experience
Ürünler sözde indirim kampanyası ve virüsü bahane ederek aldığımız indirimli ürünleri teslim etmiyor üstüne üstlük iade talebimizede düzgün cevap vermiyor bugün kü mesaja göre ise 30 günlük bir iade süreci izleneceği ile ilgili bir mesaj geldi,1,user experience
Yanıltıcı reklam ve kuponlar yüzünden 1 verdim indirim adı altında önce fiyatları çıkarıp sonra tekrar aynı fiyata getirip getirip önümüze koyuyorsunuz. Hatta favorilerimdeki ürünler indirim zamanı daha çok artıyor ve ayakkabılarda numaraya göre fiyat değişikliği yapılması taksitlendirmede üstüne fazlasıyla fiyat eklemesi yaptiginiz için bir puan bile fazla,1,user experience
Bir yatak örtüsü aldım fotoğrafla alakası yoktu çok kötü oldum yaa lütfen fotoğraftaki gibi olsun herşey ��,1,user experience
"İndirmeyin kullanmayın kargolarınız trendyol expres le geliyor 1 defa arıyorlar size ulaşamazlarsa mesela(telefonunuz çekmedi, şarjı bitti) kargo aynı gün içinde isteğinizin dışında sorgusuz geri iade ediliyor 2. kez aramıyorlar ürünü istiyorsanız en baştan tekrar satın almanız gerekiyor parayı da 10 gün gibi zaman zarfında geri alıyorsunuz.",1,user experience
İptal ettiğim ürünün hala para iadesi yapılmadı 4 gün oldu Trendyol cüzdana atılacaktır denildi ama hala bir şey yok Lütfen yardımcı olur musunuz,1,user experience
Kalitesiz hizmet kalitesiz ürünler güle güle trendyol indirimdeki bir ürünü satın aldım ama sözde tedarik sorunu nedeni ile iptal edildi göstermelik indirim yani yazık aklımızla alay etmeyin,1,user experience
Boşuna indirmeyin hiç bir şeye yaramıyor bu arada Instagram hesabım. @nnc.ibo,1,user experience
Bana 2 kere sahte bir kere de bozuk ürün sattılar. Asla güvenmem artık trendyola.,1,user experience
Tencereyi ilk kullanımında içinin kaşık izleri olamasi kötü oldu çelik tencerelerde olmaması gerekiyor normalde memnun kalmadım yani acikcasi,1,user experience
Kargo siparişi verince 10 günden aşağı gelmiyor dağ başında mı yaşıyoruz.,1,user experience
Iade islemini gerceklestirmiyorlar kutu acilsa bile kabul edilmiyor teknolojik urunleri burdan almayin arkadaslar,1,user experience
"İyi yorumumu sildim, bir haftadır yaşattıklarından dolayı asistanlar çok iyi sorun çözmeye odaklılar ama sisteme karşı ne yapabilirler ki teslimat noktası kuponlarını yüklememekte ısrarcı olmaya başladı Trendyol, danki zorla alıyoruz. Kargom bi noktada çakıldı kaldı, trendyol exspress 1 haftadır yok sonra müşteri temsilcisini oyla onlara 5 yıldız Trendyola maalesef 0 yok mecburen 1 yıldız sistem düzelirse yorumumu yine düzenlerim",1,user experience
üyeliğimi silmeniz için kaç kere mesaj attım Şikayet var ' a bile yazdım halen dönüş yapmadınız,1,user experience
Uygulama iğrenç bi ürün aldım geri iade etmek istedim iadem kabul olamadı şu an ürünü napcam bilmiyorum ürün aşırı kalitesiz resimdeki gibi değil. boş verin hiç kendinizi kandırmayın nolcak bişey olmaz diye bende kendimi kandırdım sonucu bu alcanız şeyi çarşıdan alın daha iyi yada kendiniz yapın emek daha önemli yaptırın internete güven olmaz bunu asla unutmayın,1,user experience
Bence 5 para etmez bir sistemle çalışıyor benim alışveriş engellemiş sanki parayı onlar bana veriyormuş gibi ne alakaysa bende sildim onları ����������������,1,user experience
Tavsiye etmiyorum asla ( Rodney ) satıcıdan 2 ürün sipariş verdim farklı ürün gönderiyor satıcılar güvenilir değildir.,1,user experience
Hiçte uygun fiyatta değil ürünler tavsiye etmiyorum,1,user experience
Müşteri hizmetleri çok kötü ulaşamıyorsun,1,user experience
Hep reklamları çıkıyor bıktım artık ya bir şeyler almak için reklam çılartıyolar!!!!!!����������,1,user experience
Trendyol indirim adı altında ürünleri eski fiyatına satıyor,1,user experience
Satis yapan markalar sıkıntılı başka ürün resimleyip değerinin 3. Oranı daha düsuk kalitesiz Çin malı malzeme gönderimi yapıyorlar!,1,user experience
Reklam verip 2 dk da tükendi demek çok ayıp,1,user experience
Bazı tedarikçileri tam bir sahtekar. 3 ürün aldım 2 sinde sorun yaşadım. Yani büyük olmak için her önüne geleni tedarikçi yapmışlar. Birde asistan hizmeti var ama hiç bir işe yaramıyor. Kısacası koskoca trendyol böyle giderse bitecek.,1,user experience
Uygulama eksiklikleri yuzunden kurumuş gelen cicegimin yenisini alamadım magaza yla anlasmıs olmama ragmen trendyol sıtesı bir çözüm üretemedi,1,user experience
Saçma sapan reklamlarınızdan bıktım sürekli karşıma çıkıyor yeter artık,1,user experience
Katmer yufka sacı aldım bozuk çıktı ertesi gün irtibata geçtim iade talebi oluşturdum gönderdim koş koca Trendyol hatasının arkasaiinda durmuyor,1,user experience
"1 Yıldız bile haketmiyor Paylaş Kazan etkinliğini bitirdim, 14:00'da cüzdanıma para gelecek dediler. Para biriktirip etkinliği bitirdim. Fakat onun yerine yalnızca 1 mağaza üzerine 25₺ indirim ilr alışveriş yapabilirsin dendi. Emek hakkı bu uygulama!",1,user experience
Rezil bir uygulama kart bilgilerim çalındı muhattap olabileceğim birisi yok uzak durun,1,user experience
Sipariş verdiğim mal değil farklı mal yolluyorlar,1,user experience
Aldığım set üstü ocağı kendimiz montaj yaptığınızda garanti devam eder denildi cam kendi kendine patladı şimdi bana garanti dışı kullanıcı hatası deniliyor bukadar da sahtekarlık olmaz,1,user experience
Yalan reklam yapıyor,1,user experience
Bugüne kadar yaptığım alışverişlerde hiç bir sıkıntı çıkmadı ���� 27/04/2021... Satıcıya soru soruyorum neden engelliyorsunuz.. Satıcı eksik ürün gönderiyor sizde onaylıyorsunuz...,1,user experience
Tv de reklam çıktığı an girdim 2li kanp sandalyesi almaya tükdi diyor amaç milleti uygulamaya çekmektir 1 yıldız bile fazla,1,user experience
Yaklaşık bir aydır sipariş ettiğim ürünün teslimi ile ilgili sorun yaşıyorum ve her seferinde müşteri hizmetlerinden aldığım farklı cevaplar ve nihayetinde hala ucretimin de teslim edilmediği ve müşteri olarak ciddi şekilde bana mağduriyet yaşayan firma Herhangi bir şekilde sorun yasadiginiz taktirde çözüm getiremeyen ve sizi mağdur eden firma,1,user experience
Hep reklamlardan çıkıyor yeter ya saçma sapan şeyler yapıyorlar istemiyorum yeter artik,1,user experience
Urun aldim iptal edemiyorum tedarikci firma oldugu icin iptal islemini onaylamaya bilirmis ozman trendyol neden bünyesinde barindiriyor. Iptal islemini hallettikten sonra silicem uygulamayı trndyol asistanlarida yetersiz,1,user experience
"Daha önce 5 yıldız vermiştim ama şimdi yorum yapmak için 1 yıldız veriyorum. Olayın saçmalığı şurada, eşim için puma spor ayakkabı alacaktım fiyat 350 olması lazım 39 numara seçtim fiyat 455 oldu 38.5 seçtim 650 oldu dedimki 41 deneyeyim fiyat 355 e düştü bu nasıl bir saçmalık benim bildigim numara büyüdükçe fiyat degişir kolay bulunamayan numaralardan dolayı yani buda saçma bir olay ama napalm. Bu yapılan fırsatçılıktır o yüzden trendyol uygulamasını siliyorum",1,user experience
İlk etapda mükemmeldi çok sık alışveriş yapıyordum fakat fiyatlar çok yükseldi,1,user experience
"İstediğim ürün gönderilmedi, bi farklısı gönderildi",1,user experience
Herşey dandik geliyor mont aldım 21 günde geldi dikişleri açıldı 2 günde fermuarı bozuldu hemen parfüm aldım kokusu yok.,1,user experience
Ben Omo deterjan sipariş verdim geldi detetjan bildiğimiz kireç çıktı hakkım haram olsun müşteri hizmetleri aradım bir saat hatta kaldım bir sonuç alamadım tekrar hakım haram olsun size bir yıldız bile çok,1,user experience
"Her kanalda aynı anda reklam verdiniz, iki adet kamp sandalyesi 20tl dediniz, uygulamayı indirdik sözde 20tl ama gerçekte 120 tl. Yalan söylediniz inandık, uygulamayı indirdik, yatsıya kalmadı mumunuz söndü ! Uygulamayı indirdiğim gibi geri sildim. Noldu yani şimdi siz ne kazandınız ? Buna kazanmak değil kaybetmek denir ! ��",1,user experience
İlgisiz,1,user experience
Fiyatlar surekli yukseliyor hangi urune bakarsam 3 saat snra urun fiyati yukselmis bu kadar da olmaz ama,1,user experience
1 iade 10 günden fazla sürer mi ? Tekirdağ dan Tuzla'ya 10 günü geçti daha gidemedi yürüyerek gitse şimdiye kadar gitmişti,1,user experience
"Yaklaşık 2 ay önce bisikletim için kaset ruble anahtarı aldım, bana gelen ürün vidalı ruble ile uyumlu bir anahtardi emin olmak için satıcıya sordum kaset ruble ile uyumlu olduğunu söyledi. Ben de olmayacağını bile bile takmaya çalıştım tabii ki olmadı ve anahtarda küçük cizikler oluştu, durumu canlı desteğe bildirdim, üst yetkiliye bildirilecegini söyledi haftalar geçti haber yok, 4. kez yazdigimda geri dönüş yapıldı ve""ürün kullanildigi için iadesi yapılmamaktadır"" denildi. Hakkım haram olsun.",1,user experience
Bu kadar sahtekarlık olmaz reklam verdi hemen baktık bakar bakmaz tükendi saçmalık bu ne bu siteden hesabımı silmiyorum sakın yükleme yapmayın arkadaşlar ��������,1,user experience
"Yaptığım alışverişi iptal etmek için mecburen yüklediğim, iptalden sonra hemen sildiğim saçma bir uygulama. Markette 10TL ye satılan ürün 90 TL den 39 düşmüş diye aldatıcı fiyat etiketi ve sahte indirim, fiyatları mutlaka başka yerden bakın. Bildiğin dolandırıcılık yapıyor",1,user experience
Market bölümünden 2 defa sipariş verdim iki defasında da eksik sipariş getirdiler. Ağız tadıyla içmek için kahve sipariş ettim ama maalesef bir işi düzgün yapamıyorlar.,1,user experience
cok satis yapinca sallamaya basladiniz neredeyse ayakkabinin biri baska biri baska gelcek tencere yerine elektrik supurgesi geliyor supurge ise yarasa bari tarihte cikan ilk elektrikli supurge,1,user experience
Bu ara fiyat farketmeksizin her üründen kargo ücreti aldığı için 1.yildiz 500 TL lik alışveriş den 10 TL kargo ücreti almak da ne biliyim yani,1,user experience
Sırf atılan linki görebilmek için bu uygulamayı indiriyorum. Böyle bir zorlamanın olması kadar saçma bir şey yok.,1,user experience
Gelen ürün ve ilgisizlikten dolayi,1,user experience
"Daha düşüğü olsa da versem, bu zor zamanımda iki adet kulaklık aldım ama şuan ikiside bozuldu 14 gün içinde yazıklar olsun , boşuna gitti param o kadar ihtiyacım varken paraya sizden kulaklık aldım o kadar çok pişmanım ki hiç ama hiç beklemezdim, yazık",1,user experience
Fimi x8 2020 combo indirimli fiyatı ile 4184 tl sipariş ettim . Malesef kalmadı için siparişimi iptal edilmiş. Bir kaç saat sonra baktığım da ise fiyatı 5bin küsürlu rakama çıkmış. Bu hiç hoşuma gitmedi açıkçası en azından stoktan kaldırıp 4184 tl yazmayıp sipariş etmeseydim. Almaktan vazgeçtim. Hepsiburadan alicam artık,1,user experience
Arkadaşlar merhabalar bu uygulamayı kesinlikle kullanmamanızı tavsiye ediyorum. Burdan aldığım masaj aleti 1 bozuk çıktı bu yüzden iade ettim. Fakat iademi geri gönderdiler açıldığı için iademi gerçekleştiremiyeceklerini servise getirmemi söylediler. Ürününüz bozul geldi bununla benmi uğraşacam dediğim halde yardımcı olamıyoruz gibi saçma bir cevap aldım. Değerli arkadaşlar bir ürünü açmadan çalışıp çalışmadığını anlayabilirmisiniz? Bu nasıl bir kurumsallık? Size tavsiyenim burayı kullanmayın!!!,1,user experience
"Bundan sonra asla alışveriş yapmayı düşünmüyorum, her yerde her an karşımıza çıkan trendyol bir sorun yaşandığında asla yardımcı olmuyor, ayrıca geçen yazdığım yorumu kabul etmedi, sepetime eklediğim bir ürünün fiyatının bir hafta içinde sürekli yükselmesinin nedenini sorduğum için..Bu kadar değişkenlik olamaz fiyatlarda..",1,user experience
İnsanları kandıran bir site çünkü önce ucuz yazıp bı de indirim yaparsınız sonra fahiş bir fiyata satar yine indirim yapmış gibi gösterir satmaya çalışırsınız. Bence kendilerini düzeltmeden alışveriş yapılmamalı,1,user experience
Stokta olmayan ürün için tv reklamı verecek kadar cüretkar bir site,1,user experience
Arkadaşlar hep bozuk ürün ler gönderiyorlar,1,user experience
Ne aldıysam sahte çıktı,1,user experience
"Son dönemde kayıtlı firma sayısını articam diye, kalite, paketleme vb hicbir konuya dikkat etmeden gönderiyorlar.Son aldığım 3 üründe de sorun yasadim.Simdi iade tutarlarini bekliyorum.Gelir gelmez silecegim uygulama.üzerinde kg, etiket bilgisi yok, neyi ne kadar aldim bilinmiyor.Baska bir urun tane cevizdi, un olmus olarak.hiç açıklama takip yapmadan,sen her gün bize yaz diyerek seni baştan savıyorlar, sonuçta 7 gun boyunca her gun yazmaktan bıkıp siliyorum uygulamayı.",1,user experience
"Sacma sebeplerden hesaplarım ban yedi. Defalarca kez destek istedim ve hep bir şekilde oyaladılar. Nihayetinde olumlu dönüş aldım açılacak diye ama sonrasında yine olmaz dendi. Yüz binlerce ürün arasından ürün beğenip fiyat takibi yapıyordum ve bu büyük bir emek. Elite olmama da az kalmıştı. Sırf bu yüzden hesabımı silmek zorunda kaldım. Yazık cidden. Online müşteri hizmetlerinize lafım yok ama telefonla aradığımda bağlanamadım, bağlanınca da bilgi alamadım. Daha alışveriş yapmam.",1,user experience
Nasıl bi uygulama yap mışsınız 5 para etmez ürün alıyorsun hatalı yada eksik ürün alıyorsun sonra karşında muhattap bulamıyorsun mail adresinizi konrol edin deyip oyalıyorlar ben yandım sizde yanmayın,1,user experience
Yeter ya bu kadar reklam yapılır insafsızlar,1,user experience
Alışveriş yaparsınız gelmez gelir sıkintinin biri bin para bilgisiz ve saçma sapan davranan deneyim uzmanları satıcı olursunuz kazandığınız 3 kurusa göz dikip onu elinizden almaya çalışırlar siE özel danismqn vermezler bir tane üst düzey yetkiliye ulaşamazsınız cozUm merkezi diyebi birimi vardır bir sorununuzu cozemezler rezilliğin bini bin para kullabilecek en son uygulama hem.qlici hem satici olarak,1,user experience
"Aldığım ürünün faturasını bir türlü göndermediler. Fatura için yorum yazdım, hoşlarına gitmediğini için yayımlamadılar. Müşteri temsilcileri çözüm üretmek yerine ancak kendilerine puan istiyorlar. Sanki korsan satış yapıyorlar. Fatura göndermek bu kadar zor mu?",1,user experience
5 yıldız verdim yorumum görünsün diye ama 1 yıldız bile etmez kargo ücretlerinde çok sinsilik var magzada 30 tl üzeri kargo bedava diyor magzanın tüm ürünleri 29.99 bu kadar olmaz. Diğer alışveriş sitelerinde bi kota var 50 ya 75 tl nereden hangi magzadan alırsan al kargo bedava bu kadar ayıp ve ahlakdışı bir ticaret yapıpması etik değil.,1,user experience
"2 defa indirim kullanabileceğim yemek siparişim iptal edildi, haber bile verilmedi, müşteri temsilcisine bağlanamıyorsunuz, iptal edildiği için indirim hakkınızda yanıyor, kasıtlı yapıldığını düşünüyorum. Ve bu yoruma cevap gelmezse siliyorum uygulamayı.",1,user experience
Sleepy denen bir sahtekar firma 15 gündür siparişim yollanmadi yazıklar olsun kalpazan olmuş bunlar,1,user experience
Ürün ucuzken satıp 10 gün sonra yok Diye iptal ediyorlar ama o 10gün hep satışta ..olan ürünü yok diye iptal ediyorlar,1,user experience
"Dolap kullanıcısıydim , yükseltilen fahiş komisyondan dolayı uygulamayi sildim üyeliğimi kapattım. Şimdi bakıyorum Trendyol dan , kullanmadığım halde sürekli indirim kuponu geliyor. Dolapta satış yapan zavallı insanlardan aldığınız fahiş komisyonun kırıntılarını burdan kupon diye veriyorsunuz ��bu politikalarından dolayı en çok kullandığım alışveriş uygulamasiyken geriye düştün Trendyol .",1,user experience
Trendyol pismanlıktır verdigim sipariş 4 gün olmuş hala karkoya verilmemiş bile ben size tafsiye ediyim N 11 aldığınız ürün 2 gün içinde kargoya verilmek zorunda böyle bi güzelliği var n11 in kural koymuşlar mecmuren satıcı karkoya veriyo trendyolu bekle dur aldıgım ürünün bana ulaşdıgı gün sayısıyla yabancıların marsa uzay aracı indirme süresi aynı siz hesab edin artık,1,user experience
Ürün alirken iade edemediğinizi bilerek alışveriş yapın. Araci firmalar instagramdaki cakma rolex satanlar gibi cevap verir. Bildiğiniz firma değilse alışveriş yapmayın çünkü trendyol sizi savunmaz hakkınızı korumaz iade almaz! Ticaret kanunlarına aykırıdır davranır çok zorlarsan size hediye gönderelim der. Defolu ürün gönderen firma sahibi size başka Ürün al defosuz gelsin yazar. Cimer dahil her tarafa şikayet ediyorum. Dolandırıcılara aracılık ediyorlar. Temiz ticaret yapan yok. Puani 1 yaptim,1,user experience
Mal gibi bir site fincan takımı aldık suluk yok mesaj atıyoruz cevap veren olmadı zahmet edip cevap verdiklerinde ise ürün tükenmiş oldu paramızla rezil oluyoruz hayatımda ilk defa bir şey aldım kesinlikle son olacak mennuniyetim sıfır iğrenç site,1,user experience
Hep reklamı çıkıyor,1,user experience
Hirsizlari almışlar trendyola milleti kazikliyorlar yanlış ürün gönderiyorlar,1,user experience
2 siparişim kargoya verildi görülüyor fakat elime ulaşmadı birisini iptal edip paramı aldım şu anda ise 1 ay önce sipariş verdiğim bir pantolonun 10 günden beri kargoda olup bana gelmesini bekliyorum ve kargoda da görünmüyor,1,user experience
Tam bir rezalet 1 tane robot ixomi lydsto R1 süpürge aldım hiç güzel değil bozuk çıktı iade etmek istedim kutu açılmış dediler iade almadılar kardeşim kutuyu açmadan nereden bileceğim iyimi kötümü çalışıyormu diye,1,user experience
"	Yaklaşık bir ay önce 1kg fıstıklı baklava aldım yedigimizde sekerledigini gördük durumu hemen trendyola hem ürünü hem fişi gorselleriyle beraber bildirdim en kısa zamanda mağduriyetin giderileceği söylendi daha sonra 2 defa daha iletişime geçtim ama boşuna hiç bir işlem yapılmadı daha öncede sürekli alış veriş yaptığım site cep telefonu ev eşyası vs. doğrusu trenyolu güvenilir mağaza biliyordum ama güvenim sarsıldı madem ilgilenmiyorsunuz neden sebep olup insanları aptal yerine koyduruyorsunuz",1,user experience
"	Gelen malzemeler nerdeyse hepsi cakma",1,user experience
"	4 vey 5 günden önce gelmeyen kargolar için trentyol kullanın hala kargom gelmedi",1,user experience
"	Trendyol yemek adeta bir çöp. Normalde minimum tutar 20 TL. Restoran sahipleri ve trendyol ne kurnazsiniz! Verdikleri indirimi kullanmayalim diye yemek fiyatlarini kusuratli yapiyorlar. Mesela minimum 20 tl lik tutar kabul eden bir restoranttaki yemek fiyati 39.99. sepete ekleyip indirimden yararlanamiyorum 1 kuruş yüzünden :D",1,user experience
"	Aldığım freze düğmesi kırılmış nereden tedarik edebilirim ne işlem yapmam gerekiyor .",1,user experience
"	Yeterda artık heryerde reklamlarından bıktım usandım",1,user experience
"	Reklamlarınız dan bıktık artık. Random(hsjshshhwglxgmxgxkchykotzttifkgifkxootzggpgoxoogifizikzkxohhldhgskgskglslxgldhdgdhdhglhlgldgldlddgdgdhhlxhdhgldhhlhlljfsggszgisfifizuzusffifififiizzfkgozdgzifzgoofzzfizfiizizixixzfxjkghcgchohfpdhhdhdhdhjdhdhjrjdhjfjejrjrjjdhdhdhjdjdjdjjrjfjdjdjjdjdjdjbdjdjdjjdjdhjrjfjfjdjjfhrjrhjrjfjrhjdhfnfndjnrjjdjdjdjdujrjdirnrhfhjfjfjfjjfjfhjrjfjrmkrkdhdujekrjrnnrnrjrnnrnrnjrjrjdjnrbdjdjrjjrjrjkrkkrjrnnrjrjejebjrjdhdhhdhhdbdbbdbrbrnjrjrhhhrjrjbenbejekejdjejjdhehejjdjdj",1,user experience
"	Bi urun aldik 14 gun kosulsu iade var guya iadeyi onaylamadilar elektirik supurgesini denedik gucunden memnun kalmadik beymis kullanmadan iade edecekmisiz kullanmadan nereden bilecegi biz gucunu",1,user experience
"	Kırık gelen ürünün iadesini 3 haftadır yapmayan, güvenilir olmayan alışveriş uygulaması.",1,user experience
"	Trendyol sattığı ürünün arkasında durmuyor.Ürününe sahip çıkmıyor.Herşeye haklısınız diyor fakat elimizden birey gelmiyor diyorlar.Onun için trendyoldan alışverişi kestim.Kimseyede tavsiye etmeyeceğim.",1,user experience
"	Trenyol dan dolap uygulamasında satılan ürün aldım ürünüm gelmedi Trenyol müşteri hizmetlerini aradığım zaman da dolap uygulamasını aramamı söylediler aradım kimse ilgilenmedi Her şeyi geçtim sonuç olarak ben Trenyol güvencesinde olduğu için dolapdan alışveriş yaptım madem sizlik bir durum yok neden uygulamanızda satışlarını yaptınız Ne ürün geldi ne de param geri iade edildi Hesabımdan çıkış yaptım uygulamayı kaldırdım bir daha asla kullanmayacağım",1,user experience
"	YouTube'da Facebook'ta Google'da reklamlarını görmekten bıktık Ben de size başarı belgesi olarak bir yıldız verdim",1,user experience
"	Satarken sıkıntı yok ancak iade konusunda 1 aydır kargo bekliyorum. Önce herşey çok hızlıydı şimdi müşteri hizmetleri telefonu açmıyor. İade de yapacak bişey yokmuş mal elimde kaldı hesabımı sileceğim birdaha da bişey almam",1,user experience
"	satıcılarınız güven konusunda sıkıntılı",1,user experience
"	Aldığınız üründen farklı ürün gönderip daha sonra iadeyi kabul etmiyorlar. Zorla almadıgınız ürünü size satmaya çalışıyorlar.",1,user experience
"	Ya arkadaşim urunle alakali soru sorucam yaziyorum sorunuzu yanitlayamiyoruz bilmem ne biktim ya tek yildiz bile çok",1,user experience
"	Yemek kısmına yaptığınız kötü yorumları siliyorlar sadece iyi yorumları tutuyorlar. Kötü yorumdan kastım da kumpirdeki bazı malzemelerin bayat olduğunu yazdım.",1,user experience
"	Bunlar salatalık gönderen sitelerden daha tehlikeli bozuk ürünleri gönderiyorlar sakın hiç birşey sipariş etmeyin kullanılmış ürünleri jilatinleyip gönderiyorlar",1,user experience
"	Bu bile çok tv satarken 4 iş günü dediniz beş oldu artı içinde kumandası yok 10 gün izne çıktık eve televizyon alalım dedik izin bitecek kumandasız televizyonu alın siz...",1,user experience
"	Nalet olsun sizin gibi platforma sıçacam sizin reklamlarınıza ama artık ha YouTube de bir video izliyoz 15 kez üst üste trenyol reklamı çıkıyor yeter artık ya herkeszin bir sabrı var artık benimde sabrım taştı yeteeeeer son verin artık bu saçma sapan müzükli reklamlarınıza gerçekten çok iğrensiniz Allah'ın belaları...",1,user experience
"	Ayakkabı aldım 5 günde ayagimda parcalandi iadeye gönderdim tekrar satışa uygun değilmiş satışa uygun olsa neden göndereyim iade talebi onaylanmadi",1,user experience
"	Arkadaş 2 gundür siparişiniz kuryede diyor bu nasil iştir ya birdaha Trendyoldan birşey almayacagım",1,user experience
"	Müşteri memnuniyeti değil satıcı memnuniyetine önem veriliyor yardımcı olunmuyor",1,user experience
"	Giyim yeri eskisi gibi normal ama yemek yeri artık çok kötü oldu hep geç eksik ve kötü geliyor önermem!",1,user experience
"	Firmalariniz insanlari dolandiriyor",1,user experience
"	Trendyol'dan defalarca alışveriş yaptım ki bir alışverişte sıkıntı çıkmasın. Gelen ürünler ya kırık çıktı ya da eksik geldi. Çok siteden alışveriş yapıyorum sadece trendyol'da problem yaşıyorum. En son satıcı ile görüştüm biraz ürünün arkasında durun dedim artık soru soramıyorum Trendyol hepsini iptal ediyor. Gelin görün ki müşteri hizmetlerinde karşınıza muhatap biri çıkmıyor sizi sadece bekletiyorlar. Kesinlikle siliyorum anlaştığı mağazalar berbat çünkü.n11veya hepsi burada daha ii ve ilgili",1,user experience
"	Ürünlerde eksik var İade hakkı 15 gün var ama iade kabul edilmez",1,user experience
"	Trenyolu sildim Evde imaj diye bir firma ile çalışıyorlar,Oda Horoz lojistik ile çalışıyor üçüde ciddiyetsiz bir firma. Klozet aldım deposu eksik geldi iade almaya horoz lojistik bir türlü gelmiyor Trendyol hep üst yönetiye bildirecek diğer alışveriş sitelerinin hiç biri ile böyle bir sıkıntı yaşamadım işlerinin ciddiyetinin farkındalar.",1,user experience
"	Ucuza bulduğum ürünü aldım parasını da verdim ama hala ürün gelmedi kandırmaca gibi geliyor baba yazıklar olsun",1,user experience
"	Sipariş vereli 20 gün oldu.Siparişim hala tarafıma ulaşmadı.Trendyol beni hayal kırıklığına uğrattı.",1,user experience
"	Nezih şaftlı koyun kirpma makinasi aldım tam 20 gün beni beklettiler oyaladılar sonrada ürün zamlandı diye para iadesi yaptılar utanmaz, arlanmazlar yazıklar olsun sizin gibi firmaya",1,user experience
"	Saçma sapan satıcıları almışsınız oraya millet kandırıyorlar. Açıklama kısmında %100 hakiki deri yazıyo satıcıya soruyorum hakiki deri mi diye 1. Sınıf suni deri diyo.bu ne böyle ya milletle dalga mı geçiyosunuz",1,user experience
"	Trendyol üzerinden 1001 Led adlı firmadan perdeye takmak için led ışık sipariş ettim.Açıldığı an kördüğüm oldu perdeye takmak imkansız ve çözülmüyorda bakırı çok ince birbirine dolaşıyor.Iade etmek istedim.Trendyol asistan ve müşteri hizmetleriyle defalarca görüştüm ama iadeniz rededildi özür dileriz dediler.Firma hatasını kullanıcı hatası gibi gösterip bozuk malı resmen kakaladılar.Trendyol asla sorun çözmüyor ve müşteri memnuniyeti umrunda değil sadece paraya bakıyor.",1,user experience
"	Katmer yufka sacı aldım bozuk çıktı ertesi gün irtibata geçtim iade talebi oluşturdum gönderdim koş koca Trendyol hatasının arkasaiinda durmuyor Ürünü iki defa iadeye yollama ma rağmen iaade reddedildi ve şu an ürünüm nerede bilmiyorum cevap vermiyor lar",1,user experience
"	Daha ne kadar beklicem bilmiyorum. Nerede kaldı müşteri memnuniyeti. Benim mağduriyetimi kim gidericek. Aldığım ürün 1 bucuk ay önce kaç paraydı şimdi kaç para. Yaşadığım eziyet cabası. ÇOCUKLARIM mağdur oldu. Rezil ettiniz. Bunun adı ahlaksızlık. Senin sitemin ilermiyorsa suç benim mi eziyeti ben niye çekiyorum. Gönder paramı yada çözüm bul üret. Koyuyorsunuz işten anlamaz insanları ne uslup var ne iş becerisi ne bir çözüm odaklı biri yok. Makine sanki hepsi ezberlenmiş cümleler. Yazıkkkk",1,user experience
"	İki senedir sıkıntısız alışveriş yaptım ama müşteri memnuniyetini umursamayan saçma sapan bazenler üretip insanı salak yerine koymaya çalışan bir uygulama olduğunu fark ettim. Keşke yalan söylemek yerine daha güvenilir olmayı tercih etseydiniz",1,user experience
